paper name,abstract,keywords,link
The Kohonen self-organizing map method: An assessment,"The “self-organizing map” method, due to Kohonen, is a well-known neural network method. It is closely related to cluster analysis (partitioning) and other methods of data analysis. In this article, we explore some of these close relationships. A number of properties of the technique are discussed. Comparisons with various methods of data analysis (principal components analysis, k-means clustering, and others) are presented.","Partitioning, Optimization, Dimensionality reduction, Data display, Exploratory data analysis",https://link.springer.com//article/10.1007/BF03040854
Three-way distances,"In this paper, dissimilarity relations are defined on triples rather than on dyads. We give a definition of a three-way distance analogous to that of the ordinary two-way distance. It is shown, as a straightforward generalization, that it is possible to define three-way ultrametric, three-way star, and three-way Euclidean distances. Special attention is paid to a model called the semi-perimeter model.We construct new methods analogous to the existing ones for ordinary distances, for example: principal coordinates analysis, the generalized Prim (1957) algorithm, hierarchical cluster analysis.","Dissimilarity indices, Three-way data, Metric spaces, Clustering",https://link.springer.com//article/10.1007/BF03040855
Minimum spanning trees for tree metrics: abridgements and adjustments,"Two properties of tree metrics are already known in the literature: tree metrics on a setX withn elements have 2n−3 degrees of freedom; a tree metric has Robinson form with regard to its minimum spanning tree (MST), or to any such MST if several of them exist. Starting from these results, we prove that a tree metrict is entirely defined by its restriction to some setB of 2n−3 entries. This set is easily determined from the table oft and includes then−1 entries of an MST. A fast method for the adjustment of a tree metric to any given metricd is then obtained. This method extends to dissimilarities.","Tree metric, Ultrametric, Robinson dissimilarity, Dissimilarity, Graph, Tree, Minimum spanning tree, Fitting algorithm, Combinatorial data analysis",https://link.springer.com//article/10.1007/BF03040856
Additive two-mode clustering: The error-variance approach revisited,"The additive clustering approach is applied to the problem of two-mode clustering and compared with the recent error-variance approach of Eckes and Orlik (1993). Although the schemes of the computational algorithms look very similar in both of the approaches, the additive clustering has been shown to have several advantages. Specifically, two technical limitations of the error-variance approach (see Eckes and Orlik 1993, p. 71) have been overcome in the framework of the additive clustering.","Two-mode clustering, Additive clustering, Correspondence analysis, Addition/delection algorithm",https://link.springer.com//article/10.1007/BF03040857
Comparison tests for dendrograms: A comparative evaluation,"Classifications are generally pictured in the form of hierarchical trees, also called dendrograms. A dendrogram is the graphical representation of an ultrametric (=cophenetic) matrix; so dendrograms can be compared to one another by comparing their cophenetic matrices. Three methods used in testing the correlation between matrices corresponding to dendrograms are evaluated. The three permutational procedures make use of different aspects of the information to compare dendrograms: the Mantel procedure permutes label positions only; the binary tree methods randomize the topology as well; the double-permutation procedure is based on all the information included in a dendrogram, that is: topology, label positions, and cluster heights. Theoretical and empirical investigations of these methods are carried out to evaluate their relative performance. Simulations show that the Mantel test is too conservative when applied to the comparison of dendrograms; the methods of binary tree comparisons do slightly better; only the doublepermutation test provides unbiased type I error.","Binary tree, Dendrogram, Classification, Permutation test, Ultrametric tree",https://link.springer.com//article/10.1007/BF03040858
"A graph-theoretic method for organizing overlapping clusters into trees, multiple trees, or extended trees","A clustering that consists of a nested set of clusters may be represented graphically by a tree. In contrast, a clustering that includes non-nested overlapping clusters (sometimes termed a “nonhierarchical” clustering) cannot be represented by a tree. Graphical representations of such non-nested overlapping clusterings are usually complex and difficult to interpret. Carroll and Pruzansky (1975, 1980) suggested representing non-nested clusterings with multiple ultrametric or additive trees. Corter and Tversky (1986) introduced the extended tree (EXTREE) model, which represents a non-nested structure as a tree plus overlapping clusters that are represented by marked segments in the tree. We show here that the problem of finding a nested (i.e., tree-structured) set of clusters in an overlapping clustering can be reformulated as the problem of finding a clique in a graph. Thus, clique-finding algorithms can be used to identify sets of clusters in the solution that can be represented by trees. This formulation provides a means of automatically constructing a multiple tree or extended tree representation of any non-nested clustering. The method, called “clustrees”, is applied to several non-nested overlapping clusterings derived using the MAPCLUS program (Arabie and Carroll 1980).","Overlapping clustering, Ultrametric, Additive tree, Extended tree, multiple trees, Graph, Clique, Proximities",https://link.springer.com//article/10.1007/BF03040859
The majorization approach to multidimensional scaling for Minkowski distances,The majorization method for multidimensional scaling with Kruskal's STRESS has been limited to Euclidean distances only. Here we extend the majorization algorithm to deal with Minkowski distances with 1≤p≤2 and suggest an algorithm that is partially based on majorization forp outside this range. We give some convergence proofs and extend the zero distance theorem of De Leeuw (1984) to Minkowski distances withp>1.,"Multidimensional scaling, Distance analysis, Majorization, Minkowski distances",https://link.springer.com//article/10.1007/BF01202265
A mixture likelihood approach for generalized linear models,"A mixture model approach is developed that simultaneously estimates the posterior membership probabilities of observations to a number of unobservable groups or latent classes, and the parameters of a generalized linear model which relates the observations, distributed according to some member of the exponential family, to a set of specified covariates within each Class. We demonstrate how this approach handles many of the existing latent class regression procedures as special cases, as well as a host of other parametric specifications in the exponential family heretofore not mentioned in the latent class literature. As such we generalize the McCullagh and Nelder approach to a latent class framework. The parameters are estimated using maximum likelihood, and an EM algorithm for estimation is provided. A Monte Carlo study of the performance of the algorithm for several distributions is provided, and the model is illustrated in two empirical applications.","Mixture models, Generalized linear models, EM algorithm, Maximum likelihood estimation",https://link.springer.com//article/10.1007/BF01202266
Fitting an extended INDSCAL model to three-way proximity data,"The INDSCAL individual differences scaling model is extended by assuming dimensions specific to each stimulus or other object, as well as dimensions common to all stimuli or objects. An “alternating maximum likelihood” procedure is used to seek maximum likelihood estimates of all parameters of this EXSCAL (Extended INDSCAL) model, including parameters of monotone splines assumed in a “quasi-nonmetric” approach. The rationale for and numerical details of this approach are described and discussed, and the resulting EXSCAL method is illustrated on some data on perception of musical timbres.","Weighted Euclidean model, INDSCAL, Multidimensional scaling, Specificities, Monotone splines",https://link.springer.com//article/10.1007/BF01202267
Comparing resemblance measures,"In the paper some types of equivalences over resemblance measures and some basic results about them are given. Based on induced partial orderings on the set of unordered pairs of units a dissimilarity between two resemblance measures over finite sets of units can be defined. As an example, using this dissimilarity standard association coefficients between binary vectors are compared both theoretically and computationally.","Dissimilarity spaces, Metric spaces, Association coefficients, Profile measures of resemblance",https://link.springer.com//article/10.1007/BF01202268
An algorithm to find agreement subtrees,"Given two binary trees, a largest subtree contained in both of the original trees that has been obtained by pruning vertices is called an agreement subtree. An exact algorithm for finding an agreement subtree is presented.","Pruning vertices, Agreement subtree",https://link.springer.com//article/10.1007/BF01202269
An efficient algorithm for supertrees,"Givenk rooted binary treesA1, A2, ..., Ak, with labeled leaves, we generateC, a unique system of lineage constraints on common ancestors. We then present an algorithm for constructing the set of rooted binary treesB, compatible with all ofA1, A2, ..., Ak. The running time to obtain one such supertree isO(k2 n2), wheren is the number of distinct leaves in all of the treesA1, A2, ..., Ak.","Tree compatibility, Constraints on trees, Supertrees, Consensus trees",https://link.springer.com//article/10.1007/BF01202270
Weighting and selection of variables for cluster analysis,One of the thorniest aspects of cluster analysis continues to be the weighting and selection of variables. This paper reports on the performance of nine methods on eight “leading case” simulated and real sets of data. The results demonstrate shortcomings of weighting based on the standard deviation or range as well as other more complex schemes in the literature. Weighting schemes based upon carefully chosen estimates of within-cluster and between-cluster variability are generally more effective. These estimates do not require knowledge of the cluster structure. Additional research is essential: worry-free approaches do not yet exist.,"Clustering, Variable selection, Feature selection, Variable weighting, Variable importance, Pattern recognition, Discriminant analysis",https://link.springer.com//article/10.1007/BF01202271
An alternating combinatorial optimization approach to fitting the INDCLUS and generalized INDCLUS models,"This paper presents a general approach for fitting the ADCLUS (Shepard and Arabie 1979; Arabie, Carroll, DeSarbo, and Wind 1981), INDCLUS (Carroll and Arabie 1983), and potentially a special case of the GENNCLUS (DeSarbo 1982) models. The proposed approach, based largely on a separability property observed for the least squares loss function being optimized, offers increased efficiency and other advantages over existing approaches like MAPCLUS (Arabie and Carroll 1980) for fitting the ADCLUS model, and the INDCLUS method for fitting the INDCLUS model. The new procedure (called “SINDCLUS”) is applied to three sets of empirical data to demonstrate the effectiveness of the SINDCLUS methodology. Finally, some potentially useful extensions are discussed.","Overlapping clustering, Cluster analysis, ADCLUS, INDCLUS, MAPCLUS, Separability",https://link.springer.com//article/10.1007/BF01195676
Pyramidal classification based on incomplete dissimilarity data,Two algorithms for pyramidal classification — a generalization of hierarchical classification — are presented that can work with incomplete dissimilarity data. These approaches — a modification of the pyramidal ascending classification algorithm and a least squares based penalty method — are described and compared using two different types of complete dissimilarity data in which randomly chosen dissimilarities are assumed missing and the non-missing ones are subjected to random error. We also consider relationships between hierarchical classification and pyramidal classification solutions when both are based on incomplete dissimilarity data.,"Cluster analysis, Missing values, Monte Carlo evaluation, Penalty approach, Pyramidal classification",https://link.springer.com//article/10.1007/BF01195677
"Ordination in the presence of group structure, for general multivariate data","A low-dimensional representation of multivariate data is often sought when the individuals belong to a set ofa-priori groups and the objective is to highlight between-group variation relative to that within groups. If all the data are continuous then this objective can be achieved by means of canonical variate analysis, but no corresponding technique exists when the data are categorical or mixed continuous and categorical. On the other hand, if there is noa-priori grouping of the individuals, then ordination of any form of data can be achieved by use of metric scaling (principal coordinate analysis). In this paper we consider a simple extension of the latter approach to incorporate grouped data, and discuss to what extent this method can be viewed as a generalization of canonical variate analysis. Some illustrative examples are also provided.","Canonical variate analysis, Categorical and mixed data, Distances, Diversity coefficients, Metric scaling",https://link.springer.com//article/10.1007/BF01195679
A tree · a window · a hill; generalization of nearest-neighbor interchange in phylogenetic optimization,"The method of nearest-neighbor interchange effects local improvements in a binary tree by replacing a 4-subtree by one of its two alternatives if this improves the objective function. We extend this to k-subtrees to reduce the number of local optima. Possible sequences of k-subtrees to be examined are produced by moving a window over the tree, incorporating one edge at a time while deactivating another. The direction of this movement is chosen according to a hill-climbing strategy. The algorithm includes a backtracking component. Series of simulations of molecular evolution data/parsimony analysis are carried out, fork=4, ..., 8, contrasting the hill-climbing strategy to one based on a random choice of next window, and comparing two stopping rules. Increasing window sizek is found to be the most effective way of improving the local optimum, followed by the choice of hill-climbing over the random strategy. A suggestion for achieving higher values ofk is based on a recursive use of the hill-climbing strategy.","Local optimization, Heuristics, Molecular evolution",https://link.springer.com//article/10.1007/BF01195680
On the consistency of the plurality rule consensus function for molecular sequences,"The plurality rule for molecular sequences is a consensus function ℘ which maps each profile of lengthk (i.e., each sequence ofk bases appearing at an aligned position ofk molecules) to a set of consensus results (i.e., ambiguity codes) that are descriptive summaries of the profile. Since the plurality rule ℘ is a median procedure, its results are solutions of an optimization problem that is well known and intensively studied in the theory of social choice. However, ℘'s behavior for long profiles according to its behavior for short profiles. Because consistency is a desirable feature of consensus functions, we explore the boundaries of its applicability to ℘. We distinguish between two types of consistency, weak and strong, and we apply them to profiles and consensus results as well as to ℘ itself. For ℘ we obtain simple characterizations of weakly consistent profiles, of weakly consistent results, and of strongly consistent results.","Ambiguity codes, Comparing molecular sequences, Consistency, Consensus function, DNA, Plurality rule, RNA",https://link.springer.com//article/10.1007/BF01195681
The MAP test for multimodality,"We introduce a test for detecting multimodality in distributions based on minimal constrained spanning trees. We define a Minimal Ascending Path Spanning Tree (MAPST) on a set of points as a spanning tree that has the minimal possible sum of lengths of links with the constraint that starting from any link, the lengths of the links are non-increasing towards a root node. We define similarly MAPSTs with more than one root. We present some algorithms for finding such trees. Based on these trees, we devise a test for multimodality, called the MAP Test (for Minimal Ascending Path). Using simulations, we estimate percentage points of the MAP statistic and assess the power of the test. Finally, we illustrate the use of MAPSTs for determining the number of modes in a distribution of positions of galaxies on photographic plates from a rich galaxy cluster.","Minimal constrained spanning trees, Nearest neighbor density estimates, Minimal ascending path spanning trees, Tests for modes, The MAP test",https://link.springer.com//article/10.1007/BF01201021
Partial dissimilarities with application to clustering,"We consider dissimilarities which are defined only on some pairs of items. Such situations may occur in some problems like unfolding or merging, or can be encountered as an intermediate step of a more general transformation. We give necessary and sufficient conditions for the existence of extensions with good properties and characterize the family of such extensions. Using partial dissimilarities we construct a dissimilarity-into-distance transformation family.","Dissimilarity, Partial dissimularity, Distance, Distance transformation, Clustering, Missing data",https://link.springer.com//article/10.1007/BF01201022
Preserving consensus hierarchies,"In numerical taxonomy we often have the task of finding a consensus hierarchy for a given set of hierarchies. This consensus hierarchy should reflect the substructures which are common to all hierarchies of the set. Because there are several kinds of substructures in a hierarchy, the general axiom to preserve common substructures leads to different axioms for each kind of substructure. In this paper we consider the three substructurescluster, separation, andnesting, and we give several characterizations of hierarchies preserving these substructures. These characterizations facilitate interpretation of axioms for preserving substructures and the examination of properties of consensus methods. Finally some extensions concerning the preserving of qualified substructures are discussed.","Numerical taxonomy, Consensus, Triad, Nesting, Betweenness axiom, Adams consensus, Generalized intersection rules, Majority rule",https://link.springer.com//article/10.1007/BF01201023
A generalization of GIPSCAL for the analysis of nonsymmetric data,"Graphical representation of nonsymmetric relationships data has usually proceeded via separate displays for the symmetric and the skew-symmetric parts of a data matrix. DEDICOM avoids splitting the data into symmetric and skewsymmetric parts, but lacks a graphical representation of the results. Chino's GIPSCAL combines features of both models, but may have a poor goodness-of-fit compared to DEDICOM. We simplify and generalize Chino's method in such a way that it fits the data better. We develop an alternating least squares algorithm for the resulting method, called Generalized GIPSCAL, and adjust it to handle GIPSCAL as well. In addition, we show that Generalized GIPSCAL is a constrained variant of DEDICOM and derive necessary and sufficient conditions for equivalence of the two models. Because these conditions are rather mild, we expect that in many practical cases DEDICOM and Generalized GIPSCAL are (nearly) equivalent, and hence that the graphical representation from Generalized GIPSCAL can be used to display the DEDICOM results graphically. Such a representation is given for an illustration. Finally, we show Generalized GIPSCAL to be a generalization of another method for joint representation of the symmetric and skew-symmetric parts of a data matrix.","DEDICOM, alternating least squares, multidimensional scaling",https://link.springer.com//article/10.1007/BF01201024
Error rates in quadratic discrimination with constraints on the covariance matrices,"In multivariate discrimination of several normal populations, the optimal classification procedure is based on quadratic discriminant functions. We compare expected error rates of the quadratic classification procedure if the covariance matrices are estimated under the following four models: (i) arbitrary covariance matrices, (ii) common principal components, (iii) proportional covariance matrices, and (iv) identical covariance matrices. Using Monte Carlo simulation to estimate expected error rates, we study the performance of the four discrimination procedures for five different parameter setups corresponding to “standard” situations that have been used in the literature. The procedures are examined for sample sizes ranging from 10 to 60, and for two to four groups. Our results quantify the extent to which a parsimonious method reduces error rates, and demonstrate that choosing a simple method of discrimination is often beneficial even if the underlying model assumptions are wrong.","Common principal components, Linear Discriminant Function, Monte Carlo Simulation, Proportional Covariance Matrices",https://link.springer.com//article/10.1007/BF01201025
Metric inference for social networks,"Using a natural metric on the space of networks, we define a probability measure for network-valued random variables. This measure is indexed by two parameters, which are interpretable as a location parameter and a dispersion parameter. From this structure, one can develop maximum likelihood estimates, hypothesis tests and confidence regions, all in the context of independent and identically distributed networks. The value of this perspective is illustrated through application to portions of the friedship cognitive social structure data gathered by Krackhardt (1987).","Random networks, Random graphs, Digraphs",https://link.springer.com//article/10.1007/BF01201026
A latent class procedure for the structural analysis of two-way compositional data,"This paper develops a new procedure for simultaneously performing multidimensional scaling and cluster analysis on two-way compositional data of proportions. The objective of the proposed procedure is to delineate patterns of variability in compositions across subjects by simultaneously clustering subjects into latent classes or groups and estimating a joint space of stimulus coordinates and class-specific vectors in a multidimensional space. We use a conditional mixture, maximum likelihood framework with an E-M algorithm for parameter estimation. The proposed procedure is illustrated using a compositional data set reflecting proportions of viewing time across television networks for an area sample of households.","Compositional data, Finite mixture distributions, Cluster analysis, Multidimensional scaling, E-M algorithm, Latent class analysis",https://link.springer.com//article/10.1007/BF02626090
A latent class vector model for preference ratings,"A latent class formulation of the well-known vector model for preference data is presented. Assuming preference ratings as input data, the model simultaneously clusters the subjects into a small number of homogeneous groups (or latent classes) and constructs a joint geometric representation of the choice objects and the latent classes according to a vector model. The distributional assumptions on which the latent class approach is based are analogous to the distributional assumptions that are consistent with the common practice of fitting the vector model to preference data by least squares methods. An EM algorithm for fitting the latent class vector model is described as well as a procedure for selecting the appropriate number of classes and the appropriate number of dimensions. Some illustrative applications of the latent class vector model are presented and some possible extensions are discussed.","Latent class analysis, Vector model, Preference analysis, EM Algorithm, Monte Carlo significance test",https://link.springer.com//article/10.1007/BF02626091
Fixed points approach to clustering,"Assume that a dissimilarity measure between elements and subsets of the set being clustered is given. We define the transformation of the set of subsets under which each subset is transformed into the set of all elements whose dissimilarity to it is not greater than a given threshold. Then a cluster is defined as a fixed point of this transformation. Three well-known clustering strategies are considered from this point of view: hierarchical clustering, graph-theoretic methods, and conceptual clustering. For hierarchical clustering generalizations are obtained that allow for overlapping clusters and/or clusters not forming a cover. Three properties of dissimilarity are introduced which guarantee the existence of fixed points for each threshold. We develop the relation to the theory of quasi-concave set functions, to help give an additional interpretation of clusters.","Fixed points, Hierarchical clustering, Graph-theoretic clustering, Conceptual clustering, Overlapping clusters",https://link.springer.com//article/10.1007/BF02626092
Constructing optimal ultrametrics,"Clique optimization (CLOPT) is a family of graph clustering procedures that construct parsimonious ultrametrics by executing a sequence of divisive and agglomerative operations. Every CLOPT procedure is associated with a distinct graph-partitioning heuristic. Seven HCS methods, a mathematical programming algorithm, and two CLOPT heuristics were evaluated on simulated data. These data were obtained by distorting ultrametric partitions and hierarchies. In general, internally optimal models yielded externally optimal models. By recovering near-optimal solutions more consistently, CLOPT2 emerged as the most robust technique.","Clustering, Graph, Heuristic, Hierarchical, Simulation",https://link.springer.com//article/10.1007/BF02626093
Spectral analysis of phylogenetic data,"The spectral analysis of sequence and distance data is a new approach to phylogenetic analysis. For two-state character sequences, the character values at a given site split the set of taxa into two subsets, a bipartition of the taxa set. The vector which counts the relative numbers of each of these bipartitions over all sites is called a sequence spectrum. Applying a transformation called a Hadamard conjugation, the sequence spectrum is transformed to the conjugate spectrum. This conjugation corrects for unobserved changes in the data, independently from the choice of phylogenetic tree. For any given phylogenetic tree with edge weights (probabilities of state change), we define a corresponding tree spectrum. The selection of a weighted phylogenetic tree from the given sequence data is made by matching the conjugate spectrum with a tree spectrum. We develop an optimality selection procedure using a least squares best fit, to find the phylogenetic tree whose tree spectrum most closely matches the conjugate spectrum. An inferred sequence spectrum can be derived from the selected tree spectrum using the inverse Hadamard conjugation to allow a comparison with the original sequence spectrum.A possible adaptation for the analysis of four-state character sequences with unequal frequencies is considered. A corresponding spectral analysis for distance data is also introduced. These analyses are illustrated with biological examples for both distance and sequence data. Spectral analysis using the Fast Hadamard transform allows optimal trees to be found for at least 20 taxa and perhaps for up to 30 taxa.The development presented here is self contained, although some mathematical proofs available elsewhere have been omitted. The analysis of sequence data is based on methods reported earlier, but the terminology and the application to distance data are new.","Phylogenetic trees, Bipartition, Hadamard transform, Hadamard conjugation, Spectrum, Nucleotide sequences, Distance data, Fast Hadamard Transform",https://link.springer.com//article/10.1007/BF02638451
The location model for mixtures of categorical and continuous variables,"Recent research into graphical association models has focussed interest on the conditional Gaussian distribution for analyzing mixtures of categorical and continuous variables. A special case of such models, utilizing the homogeneous conditional Gaussian distribution, has in fact been known since 1961 as the location model, and for the past 30 years has provided a basis for the multivariate analysis of mixed categorical and continuous variables. Extensive development of this model took place throughout the 1970’s and 1980’s in the context of discrimination and classification, and comprehensive methodology is now available for such analysis of mixed variables. This paper surveys these developments and summarizes current capabilities in the area. Topics include distances between groups, discriminant analysis, error rates and their estimation, model and feature selection, and the handling of missing data.","Classification, Discrimination, Distances, Error rates, Feature selection",https://link.springer.com//article/10.1007/BF02638452
An error variance approach to two-mode hierarchical clustering,"A new agglomerative method is proposed for the simultaneous hierarchical clustering of row and column elements of a two-mode data matrix. The procedure yields a nested sequence of partitions of the union of two sets of entities (modes). A two-mode cluster is defined as the union of subsets of the respective modes. At each step of the agglomerative process, the algorithm merges those clusters whose fusion results in the smallest possible increase in an internal heterogeneity measure. This measure takes into account both the variance within the respective cluster and its centroid effect defined as the squared deviation of its mean from the maximum entry in the input matrix. The procedure optionally yields an overlapping cluster solution by assigning further row and/or column elements to clusters existing at a preselected hierarchical level. Applications to real data sets drawn from consumer research concerning brand-switching behavior and from personality research concerning the interaction of behaviors and situations demonstrate the efficacy of the method at revealing the underlying two-mode similarity structure.","Clustering, Two-mode data, Ultrametric representation, Agglomerative algorithm, Heterogeneity index, Brand-switching, Behavior-situation congruence",https://link.springer.com//article/10.1007/BF02638453
A modified CANDECOMP method for fitting the extended INDSCAL model,"A modified CANDECOMP algorithm is presented for fitting the metric version of the Extended INDSCAL model to three-way proximity data. The Extended INDSCAL model assumes, in addition to the common dimensions, a unique dimension for each object. The modified CANDECOMP algorithm fits the Extended INDSCAL model in a dimension-wise fashion and ensures that the subject weights for the common and the unique dimensions are nonnegative. A Monte Carlo study is reported to illustrate that the method is fairly insensitive to the choice of the initial parameter estimates. A second Monte Carlo study shows that the method is able to recover an underlying Extended INDSCAL structure if present in the data. Finally, the method is applied for illustrative purposes to some empirical data on pain relievers. In the final section, some other possible uses of the new method are discussed.","Extended INDSCAL model, Extended Euclidean distance model, CANDECOMP, Alternating least squares method, Constrained INDSCAL model",https://link.springer.com//article/10.1007/BF02638454
Generalized measures of association for ranked data with an application to prediction accuracy,A common practice in cross validation research in the behavioral sciences is to employ either the product moment correlation or a simple tabulation of first-choice “hits” for measuring the accuracy with which various preference models predict subjects’ responses to a holdout sample of choice objects.We propose a nonparametric approach for summarizing the accuracy of predicted rankings across a set of holdout-sample options. The methods that we develop contain a novel way to deal with ties and an approach to the different weighting of rank positions.,"Cross validation, Nonparametric agreement, Foot-rule, Hit-rule",https://link.springer.com//article/10.1007/BF02638455
Computational solutions for the problem of negative saliences and nonsymmetry in INDSCAL,"Carroll and Chang have derived the symmetric CANDECOMP model from the INDSCAL model, to fit symmetric matrices of approximate scalar products in the least squares sense. Typically, the CANDECOMP algorithm is used to estimate the parameters. In the present paper it is shown that negative weights may occur with CANDECOMP. This phenomenon can be suppressed by updating the weights by the Nonnegative Least Squares Algorithm. A potential drawback of the resulting procedure is that it may produce two different versions of the stimulus space matrix. To obviate this possibility, a symmetry preserving algorithm is offered, which can be monitored to produce non-negative weights as well.","Symmetric CANDECOMP, Nonnegative least squares, Multidimensional scaling",https://link.springer.com//article/10.1007/BF02638456
Statistical properties of large published classifications,"Large published classifications typically consist of sets (called taxa) hierarchically arranged according to taxonomic rank. A statistical survey of 23 such classification reveals the following distinctive properties. The pattern of mandatory and optional taxonomic ranks is similar to a Guttman scale. Mean taxon size (defined as the number of next-lower-rank taxa per higher-rank taxon) is a U-shaped function of mandatory rank, and averages about seven across ranks with no significant differences between classifications. The variability of taxon size is a decreasing function of mandatory rank. The generality of these properties across classifications suggests that they are determined by the psychology of the classification process. In contrast, there are significant differences between classifications in the variability of taxon size and in the prevalence of optional ranks, both of which are greater in biological than in nonbiological classifications. These differences may reflect the nature of the materials classified.","Hierarchical classification, Taxonomic rank, Guttman scale, Cluster analysis, Folk taxonomy, Natural categories, Hollow curve",https://link.springer.com//article/10.1007/BF02621406
Multidimensional scaling in the city-block metric: A combinatorial approach,"We present an approach, independent of the common gradient-based necessary conditions for obtaining a (locally) optimal solution, to multidimensional scaling using the city-block distance function, and implementable in either a metric or nonmetric context. The difficulties encountered in relying on a gradient-based strategy are first reviewed: the general weakness in indicating a good solution that is implied by the satisfaction of the necessary condition of a zero gradient, and the possibility of actual nonconvergence of the associated optimization strategy. To avoid the dependence on gradients for guiding the optimization technique, an alternative iterative procedure is proposed that incorporates (a) combinatorial optimization to construct good object orders along the chosen number of dimensions and (b) nonnegative least-squares to re-estimate the coordinates for the objects based on the object orders. The re-estimated coordinates are used to improve upon the given object orders, which may in turn lead to better coordinates, and so on until convergence of the entire process occurs to a (locally) optimal solution. The approach is illustrated through several data sets on the perception of similarity of rectangles and compared to the results obtained with a gradient-based method.","City-block metric, Multidimensional scaling, Combinatorial optimization",https://link.springer.com//article/10.1007/BF02621407
Resistant orthogonal procrustes analysis,"In this paper two alternative loss criteria for the least squares Procrustes problem are studied. These alternative criteria are based on the Huber function and on the more radical biweight function, which are designed to be resistant to outliers. Using iterative majorization it is shown how a convergent reweighted least squares algorithm can be developed. In asimulation study it turns out that the proposed methods perform well over a specific range of contamination. When a uniform dilation factor is included, mixed results are obtained. The methods also yield a set of weights that can be used for diagnostic purposes.","Resistance, Procrustes analysis, Outliers, Iterative majorization, Reweighted least squares",https://link.springer.com//article/10.1007/BF02621408
A uniform approach to multidimensional scaling,"We present a method and an algorithm that puts interval and ordinal multidimensional scaling at two ends of a continuum. Theory and simulation show that the method compares favorably with classical scaling methods. A parameter is identified that produces scaling that combines benefits of interval, and ordinal scaling.","Multidimensional scaling, Ordinal Scaling, Interval Scaling, Metric Scaling, Non-Metric Scaling",https://link.springer.com//article/10.1007/BF02621409
An investigation of three-matrix permutation tests,"Several methods have recently been introduced for investigating relations between three interpoint proximity matricesA, B, C, each of which furnishes a different type of distance between the same objects. Smouse, Long, and Sokal (1986) investigate the partial correlation betweenA andB conditional onC. Dow and Cheverud (1985) ask whethercorr (A, C), equalscorr (B, C). Manly (1986) investigates regression-like models for predicting one matrix as a function of others.We have investigated rejection rates of these methods when their null hypotheses are true, but data are spatially autocorrelated (SA). That is,A, andB are distance matrices from independent realizations of the same SA generating process, andC is a matrix of geographic connections.SA causes all the models to be liberal because the hypothesis of equally likely row/column permutations invoked, by all these methods, is untrue when data are SA. Consequently, we cannot unreservedly recommend the use of any of these methods with SA data. However, if SA is weak, the Smouse-Long-Sokal method, used with a conservative critical value, is unlikely to reject falsely.","Spatial autocorrelation, Quadratic assignment, Partial correlations, Permutation tests, Proximity matrices",https://link.springer.com//article/10.1007/BF02621410
An algorithm to maximize the agreement between partitions,"Given the marginal description of two partitionsC andY of the same set, an index of agreement between the two partitions is given by the number of pairs appearing together in an equivalence class in both partitions. LetC be fixed andY an unknown partition represented by its marginal description. We consider the following problem: finding the distribution of objects (conditioned by the marginal description ofY) which maximizes the agreement betweenC andY. We discuss some approaches that have proposed, and we obtain a heuristic procedure from the solution of a linear transportation problem.","Agreement, Measures of association, contingency table",https://link.springer.com//article/10.1007/BF02618465
Clustering and clique partitioning: Simulated annealing and tabu search approaches,"We study the application of simulated annealing and tabu search to the solution of the clique partitioning problem. We illustrate the effecveness of these techniques by computational results associated not only with randomly generated problems, but also with real-life problems arising from applications concerning the optimal aggregation of binary relations into an equivalence relation. The need for these approaches is emphasized by the example of a special class of instances of the clique partitioning problem for which the most commonly used heuristics perform arbitrarily badly, while tabu search systematically obtains the optimal solution.","Clustering, Binary relations, Equivalence relation, Cliques, Combinatorial optimization, Heuristics, Simulated annealing, Tabu search",https://link.springer.com//article/10.1007/BF02618466
Direct multicriteria clustering algorithms,"In a multicriteria clustering problem, optimization over more than one criterion is required. The problem can be treated in different ways: by reduction to a clustering problem with the single criterion obtained as a combination of the given criteria; by constrained clustering algorithms where a selected critetion is considered as the clustering criterion and all others determine the constraints; or by direct algorithms. In this paper two types of direct algorithms for solving multicriteria clustering problem are proposed: the modified relocation algorithm, and the modified agglomerative algorithm. Different elaborations of these two types of algorithms are discussed and compared. Finally, two applications of the proposed algorithms are presented.","Multicriteria optimization, Pareto-efficiency, Agglomerative hierarchical algorithms, Local optimization, Relocation algorithms, Constrained clustering, Consensus clustering",https://link.springer.com//article/10.1007/BF02618467
The runt test for multimodality,"Single linkage clusters on a set of points are the maximal connected sets in a graph constructed by connecting all points closer than a given threshold distance. The complete set of single linkage clusters is obtained from all the graphs constructed using different threshold distances. The set of clusters forms a hierarchical tree, in which each non-singleton cluster divides into two or more subclusters; the runt size for each single linkage cluster is the number of points in its smallest subcluster. The maximum runt size over all single linkage clusters is our proposed test statistic for assessing multimodality. We give significance levels of the test for two null hypotheses, and consider its power against some bimodal alternatives.","Single linkage clusters, Minimal spanning tree, Tests for modes, The RUNT test",https://link.springer.com//article/10.1007/BF02618468
